"DATA","ABERTURA","FECHAMENTO","VARIAÇÃO","MÍNIMO","MÁXIMO","VOLUME"
"28/11/2022","52,15","52,00","0,00","51,20","52,38","191,01M"
"25/11/2022","52,91","52,00","-1,81","51,56","53,62","312,86M"
"24/11/2022","52,83","52,95","0,43","52,04","53,29","128,84M"
"23/11/2022","53,30","52,73","-0,66","52,25","53,68","294,27M"
"22/11/2022","52,96","53,08","0,29","52,61","53,93","369,55M"
"21/11/2022","54,73","52,92","-2,87","52,38","54,73","608,58M"
"18/11/2022","54,15","54,49","-0,64","53,22","54,94","568,37M"
"17/11/2022","55,33","54,84","-1,13","54,45","56,67","466,76M"
"16/11/2022","54,64","55,46","1,49","54,43","56,07","713,59M"
"14/11/2022","55,82","54,65","-0,88","53,91","55,82","311,24M"
"11/11/2022","53,47","55,13","3,32","53,25","56,04","575,56M"
"10/11/2022","51,87","53,36","2,29","51,87","53,75","614,82M"
"09/11/2022","52,32","52,17","-0,59","51,81","53,25","208,43M"
"08/11/2022","52,17","52,48","0,85","51,96","53,36","285,85M"
"07/11/2022","51,57","52,03","0,92","50,75","52,36","360,80M"
"04/11/2022","52,05","51,56","1,04","51,01","52,59","211,57M"
"03/11/2022","50,16","51,03","1,99","48,95","51,11","215,65M"
"01/11/2022","50,03","50,04","-0,62","49,89","50,77","787,28M"
"31/10/2022","52,19","50,35","-3,47","49,99","52,43","467,70M"
"28/10/2022","52,01","52,16","3,75","50,62","52,33","715,24M"
"27/10/2022","50,44","50,27","0,61","49,10","50,62","378,03M"
"26/10/2022","48,84","49,97","1,48","48,79","50,41","702,67M"
"25/10/2022","49,20","49,24","1,19","48,89","49,67","347,45M"
"24/10/2022","47,26","48,67","3,48","47,26","49,29","365,06M"
"21/10/2022","46,89","47,03","0,18","45,92","47,26","210,78M"
"20/10/2022","46,85","46,94","0,77","46,10","47,08","354,60M"
"19/10/2022","47,24","46,58","-0,89","46,34","47,39","154,87M"
"18/10/2022","47,11","47,00","0,47","46,45","47,78","227,39M"
"17/10/2022","45,30","46,78","3,43","45,27","47,08","214,51M"
"14/10/2022","45,34","45,23","0,00","45,04","46,47","193,79M"
"13/10/2022","45,11","45,23","0,34","44,18","45,59","185,69M"
"11/10/2022","45,79","45,08","-1,29","44,74","46,10","358,44M"
"10/10/2022","44,15","45,67","4,01","43,84","45,86","206,37M"
"07/10/2022","44,25","43,90","-0,79","43,86","44,74","105,24M"
"06/10/2022","44,55","44,25","-0,38","44,16","44,73","115,81M"
"05/10/2022","43,28","44,43","2,56","43,28","44,58","237,01M"
"04/10/2022","43,72","43,32","0,79","43,11","44,24","295,80M"
"03/10/2022","42,29","42,98","2,05","41,85","43,29","186,83M"
"30/09/2022","41,01","42,12","2,94","40,66","42,31","299,41M"
"29/09/2022","40,87","40,91","-0,62","40,61","41,32","196,47M"
"28/09/2022","41,21","41,17","0,39","40,81","41,74","153,61M"
"27/09/2022","40,90","41,01","2,05","40,49","42,37","309,75M"
"26/09/2022","40,17","40,19","-0,19","39,66","40,56","214,85M"
"23/09/2022","41,36","40,26","-3,69","39,89","41,56","232,28M"
